tier,family,sl_atr,rr,signals,rule,train_n,train_per_year,train_win,train_avg_r,train_pf,train_bars,train_unres,train_risk_pct,train_pct_per_trade,train_ann_est,valid_n,valid_per_year,valid_win,valid_avg_r,valid_pf,valid_bars,valid_unres,valid_risk_pct,valid_pct_per_trade,valid_ann_est
t1_calm,pullback,3.0,2.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30623,4371.292530308956,0.4478659830846096,0.2469252747496221,1.3908762542669844,28.0,0.0,0.048740315653651514,0.012121327697409067,0.10909194927668162,8763,2189.2505133470227,0.41389934953782953,0.15038792796996028,1.2269994659160712,26.0,0.0,0.05125207733080585,0.007575889611879945,0.07342785316129793
t1_calm,pullback,3.0,3.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30484,4351.450919045757,0.3796417792940559,0.41329053349031963,1.5810275978148942,39.0,3.2804093950925076e-05,0.048746282753772206,0.020138125349477943,0.1301232714889344,8763,2189.2505133470227,0.31347711970786263,0.14771607394307246,1.1892488861055388,35.0,0.00022823234052265205,0.05125207733080585,0.007349623145214303,0.05291728664554298
t1_calm,pullback,3.0,4.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",30331,4329.610872115761,0.3438066664468695,0.6096649004389645,1.8109648300339058,47.0,0.0006593913817546404,0.04874717487953771,0.02981481672348221,0.15985816626207483,8755,2187.251882272416,0.22272986864648772,-0.011151609405938769,0.9874994273309156,41.0,0.0004568817818389492,0.05124686421303818,-0.0006622131535304003,-0.004070188163162461
t1_calm,pullback,3.0,6.0,50403,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.0, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": true}",29988,4280.649198279233,0.299953314659197,0.9471702258281377,2.1812709558139782,53.0,0.013738828864879284,0.048731403094440316,0.04610241861523875,0.21920395266113518,8696,2172.5119780971936,0.11292548298068077,-0.3563973823600058,0.6530355863833947,43.0,0.0008049678012879485,0.05123366822411031,-0.017755015974990965,-0.10405265176041216
t1_calm,pullback,1.0,0.5,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11604,1656.4176769651936,0.659944846604619,-0.21560801885166864,0.5197790306969774,2.0,0.0,0.016933381547577453,-0.0034794702919342187,-0.43841325678371157,3992,997.3169062286105,0.6232464929859719,-0.2584328766995508,0.47100849633074793,2.0,0.0,0.017392976046790694,-0.004277238728460041,-0.5389320797859651
t1_calm,pullback,1.0,1.0,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11604,1656.4176769651936,0.5269734574284729,-0.17335569265377057,0.7248243797344536,3.0,0.0,0.016933381547577453,-0.0027671547134846806,-0.23244099593271317,3992,997.3169062286105,0.46718436873747493,-0.288855049342343,0.5872727994818411,2.0,0.0,0.017392976046790694,-0.004780993191851812,-0.6024051421733283
t1_calm,pullback,1.0,2.0,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11604,1656.4176769651936,0.37874870734229577,-0.12022463288175174,0.8554209026630842,4.0,0.0,0.016933381547577453,-0.0018874603418034411,-0.11891000153361679,3992,997.3169062286105,0.31788577154308617,-0.30159621528144454,0.6661040783924732,4.0,0.0,0.017392976046790694,-0.004966650206282799,-0.3128989629958164
t1_calm,pullback,1.0,3.0,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11604,1656.4176769651936,0.29653567735263703,-0.08559559349281244,0.909164346080231,5.0,0.0,0.016933381547577453,-0.0013407152187473984,-0.06757204702486888,3992,997.3169062286105,0.2439879759519038,-0.30212230019239217,0.7003087309308713,5.0,0.0,0.017392976046790694,-0.004941548112732653,-0.24905402488172568
t1_calm,pullback,1.0,4.0,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11604,1656.4176769651936,0.24724233023095485,-0.04672544871067233,0.9538047474192377,6.0,0.0,0.016933381547577453,-0.0006500537180689067,-0.02730225615889408,3992,997.3169062286105,0.20415831663326653,-0.2652408422693833,0.7498255115721085,5.0,0.0,0.017392976046790694,-0.00427654503060261,-0.21553786954237159
t1_calm,pullback,1.0,6.0,20950,"{""family"": ""pullback"", ""min_ddv"": 10000000.0, ""min_price"": 5.0, ""regime"": ""spy200"", ""trend"": true, ""mom_min"": 0.15, ""rsi2_max"": 100.0, ""rsi14_max"": 100.0, ""ret21_max"": 1.0, ""dist_ema20_max"": 1.0, ""dist_ema50_min"": -1.0, ""dist_hh60_min"": -1.0, ""atr_ratio_max"": 10.0, ""vol_ratio_min"": 0.0, ""atr_pct_min"": 0.0, ""atr_pct_max"": 0.02, ""up_close"": true, ""strong_close"": false}",11603,1656.2749315604224,0.19150219770748944,0.041529836182925835,1.0380247031435097,6.0,0.0,0.01693331098404107,0.0007831767242937381,0.032893422420337,3992,997.3169062286105,0.156563126252505,-0.2032432852505339,0.8198274212336947,5.0,0.0,0.017392976046790694,-0.003121211491933565,-0.15730905919345167
