rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
ret126,False,2,0.2,1.0,119,0.10395501143242081,-0.3335664541524487,-0.32819522360028286,4.222819415192366,False
ret126,False,2,0.2,2.0,123,0.12742342145148644,-0.4686879908548218,-0.47187160901256164,5.736764168457451,False
ret126,False,2,0.2,3.0,123,0.12802422086546206,-0.4653547180422527,-0.469226170880498,5.781453232668454,False
ret126,False,2,0.2,4.0,123,0.1432555254768817,-0.3893160825629802,-0.42417944605117186,7.0287579488753344,False
ret126,False,2,0.3,1.0,119,0.10395501143242081,-0.3335664541524487,-0.32819522360028286,4.222819415192366,False
ret126,False,2,0.3,2.0,123,0.12742342145148644,-0.4686879908548218,-0.47187160901256164,5.736764168457451,False
ret126,False,2,0.3,3.0,123,0.12802422086546206,-0.4653547180422527,-0.469226170880498,5.781453232668454,False
ret126,False,2,0.3,4.0,123,0.1432555254768817,-0.3893160825629802,-0.42417944605117186,7.0287579488753344,False
ret126,False,3,0.05,1.0,192,0.02800184666611516,-0.5659091668477223,-0.5656211640001988,1.4951868538672788,False
ret126,False,3,0.05,2.0,189,0.15143518594752736,-0.5014819617949495,-0.5178238774337665,7.797864667493969,False
ret126,False,3,0.05,3.0,188,0.133292769674914,-0.55928972157464,-0.5671724731454475,6.187466323478138,False
ret126,False,3,0.05,4.0,188,0.133292769674914,-0.55928972157464,-0.5671724731454475,6.187466323478138,False
ret126,False,3,0.1,1.0,192,0.02800184666611516,-0.5659091668477223,-0.5656211640001988,1.4951868538672788,False
ret126,False,3,0.1,2.0,188,0.1480010278964119,-0.5250961748918572,-0.5341871599126036,7.46588358055879,False
ret126,False,3,0.1,3.0,182,0.1435340398302689,-0.7113117780791858,-0.7149283878451526,7.053739650675197,False
ret126,False,3,0.1,4.0,195,0.1312273591566513,-0.8330231533972499,-0.8368229955175395,6.02523381866048,False
ret126,False,3,0.2,1.0,192,0.02800184666611516,-0.5659091668477223,-0.5656211640001988,1.4951868538672788,False
ret126,False,3,0.2,2.0,188,0.1480010278964119,-0.5250961748918572,-0.5341871599126036,7.46588358055879,False
ret126,False,3,0.2,3.0,182,0.1435340398302689,-0.7113117780791858,-0.7149283878451526,7.053739650675197,False
ret126,False,3,0.2,4.0,188,0.13078700271330734,-0.8009723110181007,-0.80512009892844,5.9911613618998505,False
ret126,False,3,0.3,1.0,192,0.02800184666611516,-0.5659091668477223,-0.5656211640001988,1.4951868538672788,False
ret126,False,3,0.3,2.0,188,0.1480010278964119,-0.5250961748918572,-0.5341871599126036,7.46588358055879,False
ret126,False,3,0.3,3.0,182,0.1435340398302689,-0.7113117780791858,-0.7149283878451526,7.053739650675197,False
ret126,False,3,0.3,4.0,188,0.13078700271330734,-0.8009723110181007,-0.80512009892844,5.9911613618998505,False
ret126,False,5,0.05,1.0,288,0.049841030072671044,-0.44430133730218435,-0.4410140370435044,2.03082323452428,False
ret126,False,5,0.05,2.0,290,0.13680911837995335,-0.5829432756224362,-0.5750437165077594,6.473058543296147,False
ret126,False,5,0.05,3.0,287,0.14674520349772102,-0.6243677324532596,-0.6287024214222362,7.347805380049404,False
ret126,False,5,0.05,4.0,293,0.13883887795560246,-0.6866609894104319,-0.6914564589799008,6.643452796439568,False
ret126,False,5,0.1,1.0,288,0.049841030072671044,-0.44430133730218435,-0.4410140370435044,2.03082323452428,False
ret126,False,5,0.1,2.0,290,0.13680911837995335,-0.5829432756224362,-0.5750437165077594,6.473058543296147,False
ret126,False,5,0.1,3.0,295,0.1408005549880933,-0.6549323937356825,-0.6594631699995153,6.812093126339008,False
ret126,False,5,0.1,4.0,282,0.1463635604719653,-0.7684586029140612,-0.7749832033626076,7.31226767555444,False
ret126,False,5,0.2,1.0,288,0.049841030072671044,-0.44430133730218435,-0.4410140370435044,2.03082323452428,False
ret126,False,5,0.2,2.0,290,0.13680911837995335,-0.5829432756224362,-0.5750437165077594,6.473058543296147,False
ret126,False,5,0.2,3.0,295,0.1408005549880933,-0.6549323937356825,-0.6594631699995153,6.812093126339008,False
ret126,False,5,0.2,4.0,282,0.1463635604719653,-0.7684586029140612,-0.7749832033626076,7.31226767555444,False
ret126,False,5,0.3,1.0,288,0.049841030072671044,-0.44430133730218435,-0.4410140370435044,2.03082323452428,False
ret126,False,5,0.3,2.0,290,0.13680911837995335,-0.5829432756224362,-0.5750437165077594,6.473058543296147,False
ret126,False,5,0.3,3.0,295,0.1408005549880933,-0.6549323937356825,-0.6594631699995153,6.812093126339008,False
ret126,False,5,0.3,4.0,282,0.1463635604719653,-0.7684586029140612,-0.7749832033626076,7.31226767555444,False
ret126,False,10,0.05,1.0,542,0.08878101157862894,-0.3727883993834874,-0.3773078193009083,3.4518543705000697,False
ret126,False,10,0.05,2.0,551,0.05124638807267279,-0.4881496069512906,-0.4890111111204063,2.0707812917413015,False
ret126,False,10,0.05,3.0,603,0.13758881385681043,-0.6845550488563014,-0.7021873019690323,6.538025099680242,False
ret126,False,10,0.05,4.0,572,0.09379531813590236,-0.8264994589335145,-0.8277961304350252,3.6907784248024527,False
ret126,False,10,0.1,1.0,542,0.08878101157862894,-0.3727883993834874,-0.3773078193009083,3.4518543705000697,False
ret126,False,10,0.1,2.0,551,0.05124638807267279,-0.4881496069512906,-0.4890111111204063,2.0707812917413015,False
ret126,False,10,0.1,3.0,603,0.13758881385681043,-0.6845550488563014,-0.7021873019690323,6.538025099680242,False
ret126,False,10,0.1,4.0,572,0.09379531813590236,-0.8264994589335145,-0.8277961304350252,3.6907784248024527,False
ret126,False,10,0.2,1.0,542,0.08878101157862894,-0.3727883993834874,-0.3773078193009083,3.4518543705000697,False
ret126,False,10,0.2,2.0,551,0.05124638807267279,-0.4881496069512906,-0.4890111111204063,2.0707812917413015,False
ret126,False,10,0.2,3.0,603,0.13758881385681043,-0.6845550488563014,-0.7021873019690323,6.538025099680242,False
ret126,False,10,0.2,4.0,572,0.09379531813590236,-0.8264994589335145,-0.8277961304350252,3.6907784248024527,False
ret126,False,10,0.3,1.0,542,0.08878101157862894,-0.3727883993834874,-0.3773078193009083,3.4518543705000697,False
ret126,False,10,0.3,2.0,551,0.05124638807267279,-0.4881496069512906,-0.4890111111204063,2.0707812917413015,False
ret126,False,10,0.3,3.0,603,0.13758881385681043,-0.6845550488563014,-0.7021873019690323,6.538025099680242,False
ret126,False,10,0.3,4.0,572,0.09379531813590236,-0.8264994589335145,-0.8277961304350252,3.6907784248024527,False
ret126,True,1,0.05,1.0,74,-0.04761676173828899,-0.8540571066417684,-0.8533556659710875,0.4913435761706472,False
ret126,True,1,0.05,2.0,74,-0.04761676173828899,-0.8540571066417684,-0.8533556659710875,0.4913435761706472,False
ret126,True,1,0.05,3.0,74,-0.04761676173828899,-0.8540571066417684,-0.8533556659710875,0.4913435761706472,False
ret126,True,1,0.05,4.0,74,-0.04761676173828899,-0.8540571066417684,-0.8533556659710875,0.4913435761706472,False
ret126,True,1,0.1,1.0,74,-0.05636188949970433,-0.9216227700593576,-0.9213064393675731,0.4295685505767889,False
ret126,True,1,0.1,2.0,74,-0.11476662062723597,-0.9647529900644088,-0.9646913775289819,0.16938587814616538,True
ret126,True,1,0.1,3.0,74,-0.11476662062723597,-0.9647529900644088,-0.9646913775289819,0.16938587814616538,True
ret126,True,1,0.1,4.0,74,-0.11476662062723597,-0.9647529900644088,-0.9646913775289819,0.16938587814616538,True
ret126,True,1,0.2,1.0,74,-0.05636188949970433,-0.9216227700593576,-0.9213064393675731,0.4295685505767889,False
ret126,True,1,0.2,2.0,74,-0.17502032437232318,-0.9908987613987171,-0.9912506770542971,0.06066878936836378,True
ret126,True,1,0.2,3.0,74,-0.3152529455506511,-0.9987651316341252,-0.9988354306953365,0.004021950666242036,True
ret126,True,1,0.2,4.0,74,-0.3335163221850034,-0.9991670599784553,-0.9991930251505213,0.0027128751267490835,True
ret126,True,1,0.3,1.0,74,-0.05636188949970433,-0.9216227700593576,-0.9213064393675731,0.4295685505767889,False
ret126,True,1,0.3,2.0,74,-0.17502032437232318,-0.9908987613987171,-0.9912506770542971,0.06066878936836378,True
ret126,True,1,0.3,3.0,74,-0.33911701133225236,-0.999510588038902,-0.9995502547583935,0.0023991010435612152,True
ret126,True,1,0.3,4.0,74,-0.4906495142760028,-0.9999855099786341,-0.999986193334086,5.402456859983046e-05,True
ret126,True,2,0.05,1.0,106,0.0030874543875352156,-0.5797701568024534,-0.5791162423922157,1.0459239160951066,False
ret126,True,2,0.05,2.0,126,-0.1520949789051469,-0.9646847931808743,-0.964833013675254,0.09043797563065892,True
ret126,True,2,0.05,3.0,132,-0.166698321537596,-0.9725800418520718,-0.9726951254129121,0.07021919819065083,True
ret126,True,2,0.05,4.0,132,-0.166698321537596,-0.9725800418520718,-0.9726951254129121,0.07021919819065083,True
ret126,True,2,0.1,1.0,106,0.0030874543875352156,-0.5797701568024534,-0.5791162423922157,1.0459239160951066,False
ret126,True,2,0.1,2.0,121,-0.14190130791063071,-0.9788178639980526,-0.9792336597123577,0.10763302918883573,True
ret126,True,2,0.1,3.0,130,0.001846842459448439,-0.9651055655099754,-0.9654570716688485,1.0272395205625016,True
ret126,True,2,0.1,4.0,130,-0.21292288640659762,-0.9925927094815366,-0.9927309646606142,0.030581139824907833,True
ret126,True,2,0.2,1.0,106,0.0030874543875352156,-0.5797701568024534,-0.5791162423922157,1.0459239160951066,False
ret126,True,2,0.2,2.0,121,-0.14190130791063071,-0.9788178639980526,-0.9792336597123577,0.10763302918883573,True
ret126,True,2,0.2,3.0,114,-0.2644143556927725,-0.998186333236016,-0.9981973695036143,0.011414696678911165,True
ret126,True,2,0.2,4.0,109,-0.04529294151735286,-0.9415717357317622,-0.943122415593251,0.5090976855352602,False
ret126,True,2,0.3,1.0,106,0.0030874543875352156,-0.5797701568024534,-0.5791162423922157,1.0459239160951066,False
ret126,True,2,0.3,2.0,121,-0.14190130791063071,-0.9788178639980526,-0.9792336597123577,0.10763302918883573,True
ret126,True,2,0.3,3.0,114,-0.2644143556927725,-0.998186333236016,-0.9981973695036143,0.011414696678911165,True
